model,group,cell,condition,variant,source_accuracy,false_match,rejection,pitch_accuracy,time_accuracy,timbre_accuracy,alignment_coverage,alignment_end_error,pitch_shift,time_ratio,spectral_residual,energy_residual
patch-multi/absolute,sp-37,timbre,intact,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.059125,0.0,1.0,0.06836514617194497,0.15173132253245722
patch-multi/reference,sp-37,timbre,intact,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.059125,0.0,1.0,0.06836514617194497,0.15173132253245722
patch-multi/absolute,sp-37,timbre,intact,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.059125,0.0,1.0,0.06470146649783465,0.15197569769376088
patch-multi/reference,sp-37,timbre,intact,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.059125,0.0,1.0,0.06470146649783465,0.15197569769376088
patch-multi/absolute,sp-38,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05225,0.0,1.0,0.039220575925349915,0.13514665675934548
patch-multi/reference,sp-38,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05225,0.0,1.0,0.039220575925349915,0.13514665675934548
patch-multi/absolute,sp-38,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05225,0.0,1.0,0.029992620178535056,0.1350770760676969
patch-multi/reference,sp-38,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05225,0.0,1.0,0.029992620178535056,0.1350770760676969
patch-multi/absolute,sp-38,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-38,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-38,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-38,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-38,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.00425,0.0,1.3333333333333333,0.09817187561547189,0.1383346680371071
patch-multi/reference,sp-38,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.00425,0.0,1.3333333333333333,0.09817187561547189,0.1383346680371071
patch-multi/absolute,sp-38,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.00425,0.0,1.3333333333333333,0.09817187561547189,0.1383346680371071
patch-multi/reference,sp-38,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.00425,0.0,1.3333333333333333,0.09817187561547189,0.1383346680371071
patch-multi/absolute,sp-38,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05225,0.0,1.0,0.029992620178535056,0.1350770760676969
patch-multi/reference,sp-38,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05225,0.0,1.0,0.029992620178535056,0.1350770760676969
patch-multi/absolute,sp-38,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05225,0.0,1.0,0.039220575925349915,0.13514665675934548
patch-multi/reference,sp-38,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05225,0.0,1.0,0.039220575925349915,0.13514665675934548
patch-multi/absolute,sp-38,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0585625,0.0,1.0,0.057499155050180384,0.13180575460858113
patch-multi/reference,sp-38,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0585625,0.0,1.0,0.057499155050180384,0.13180575460858113
patch-multi/absolute,sp-38,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0585625,0.0,1.0,0.045797477520034116,0.13185232772824296
patch-multi/reference,sp-38,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0585625,0.0,1.0,0.045797477520034116,0.13185232772824296
patch-multi/absolute,sp-38,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05225,0.0,1.0,0.039220575925349915,0.13514665675934548
patch-multi/reference,sp-38,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05225,0.0,1.0,0.039220575925349915,0.13514665675934548
patch-multi/absolute,sp-38,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05225,0.0,1.0,0.039220575925349915,0.13514665675934548
patch-multi/reference,sp-38,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05225,0.0,1.0,0.039220575925349915,0.13514665675934548
patch-multi/absolute,sp-38,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-38,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-38,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-38,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-38,transpose,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-38,transpose,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05225,3.0,1.0,0.0528264889136144,0.1379903264833396
patch-multi/absolute,sp-38,transpose,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-38,transpose,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.05225,3.0,1.0,0.05055020746952424,0.13792074579169103
patch-multi/absolute,sp-38,stretch,intact,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.3333333333333333,0.0652801769351529,0.22351921215253903
patch-multi/reference,sp-38,stretch,intact,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,-6.0,1.3333333333333333,0.0477202303591021,0.1006483070098063
patch-multi/absolute,sp-38,stretch,intact,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.3333333333333333,0.06288568464962829,0.22265571399282091
patch-multi/reference,sp-38,stretch,intact,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.3333333333333333,0.06288568464962829,0.22265571399282091
patch-multi/absolute,sp-38,timbre,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-38,timbre,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-38,timbre,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-38,timbre,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-39,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.0362095826647546,0.12170277233827388
patch-multi/reference,sp-39,unchanged,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.0362095826647546,0.12170277233827388
patch-multi/absolute,sp-39,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.028293491145974074,0.12119230478620374
patch-multi/reference,sp-39,unchanged,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.028293491145974074,0.12119230478620374
patch-multi/absolute,sp-39,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-39,unchanged,reset,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-39,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-39,unchanged,reset,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-39,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0029375,0.0,1.3333333333333333,0.08933690026572015,0.1350407177569382
patch-multi/reference,sp-39,unchanged,removal,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0029375,0.0,1.3333333333333333,0.08933690026572015,0.1350407177569382
patch-multi/absolute,sp-39,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0029375,0.0,1.3333333333333333,0.08933690026572015,0.1350407177569382
patch-multi/reference,sp-39,unchanged,removal,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0029375,0.0,1.3333333333333333,0.08933690026572015,0.1350407177569382
patch-multi/absolute,sp-39,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.028293491145974074,0.12119230478620374
patch-multi/reference,sp-39,unchanged,swap,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.028293491145974074,0.12119230478620374
patch-multi/absolute,sp-39,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.0362095826647546,0.12170277233827388
patch-multi/reference,sp-39,unchanged,swap,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.0362095826647546,0.12170277233827388
patch-multi/absolute,sp-39,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.058,0.0,1.0,0.05657865083968419,0.133496339718098
patch-multi/reference,sp-39,unchanged,shuffle,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.058,0.0,1.0,0.05657865083968419,0.133496339718098
patch-multi/absolute,sp-39,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.058,0.0,1.0,0.04863020482014177,0.13242720104873176
patch-multi/reference,sp-39,unchanged,shuffle,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.058,0.0,1.0,0.04863020482014177,0.13242720104873176
patch-multi/absolute,sp-39,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.0362095826647546,0.12170277233827388
patch-multi/reference,sp-39,unchanged,ambiguous,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.0362095826647546,0.12170277233827388
patch-multi/absolute,sp-39,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.0362095826647546,0.12170277233827388
patch-multi/reference,sp-39,unchanged,ambiguous,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.0362095826647546,0.12170277233827388
patch-multi/absolute,sp-39,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-39,unchanged,unrelated,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/absolute,sp-39,unchanged,unrelated,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-39,unchanged,unrelated,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,6.0,1.0,0.22535142464940008,0.3297784892338109
patch-multi/absolute,sp-39,transpose,intact,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-39,transpose,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,5.0,1.0,0.048861415812144815,0.1216940192860371
patch-multi/absolute,sp-39,transpose,intact,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
patch-multi/reference,sp-39,transpose,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,5.0,1.0,0.049857222532294146,0.12118355173396698
patch-multi/absolute,sp-39,stretch,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0349375,0.0,1.3333333333333333,0.07008295286485723,0.21013336090006718
patch-multi/reference,sp-39,stretch,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0349375,0.0,1.3333333333333333,0.07008295286485723,0.21013336090006718
patch-multi/absolute,sp-39,stretch,intact,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.3333333333333333,0.06101666381466367,0.21038394331653584
patch-multi/reference,sp-39,stretch,intact,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.3333333333333333,0.06101666381466367,0.21038394331653584
patch-multi/absolute,sp-39,timbre,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.16296540923042782,0.12320961852288295
patch-multi/reference,sp-39,timbre,intact,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.16296540923042782,0.12320961852288295
patch-multi/absolute,sp-39,timbre,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.16016628979394681,0.12269915097081281
patch-multi/reference,sp-39,timbre,intact,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0509375,0.0,1.0,0.16016628979394681,0.12269915097081281
