group,cell,condition,variant,whole_duration_s,support_duration_s,available,cycles,extra_processing_seconds
ewr-17,duration,intact,1,0.096,0.064,1,19.912144421939633,0.000155083
ewr-17,duration,intact,1,0.116,0.084,1,29.335079917235344,0.000308041
ewr-17,duration,intact,1,0.08,0.048,1,23.70686935620036,0.00086825
ewr-17,duration,intact,1,0.104,0.072,1,42.28897100900579,0.0008235
ewr-17,duration,intact,1,0.116,0.084,1,26.1349252953769,0.000683792
ewr-17,duration,intact,1,0.108,0.076,1,26.541353362997395,0.000216167
ewr-17,duration,intact,1,0.088,0.056,1,27.65752714360101,0.000384292
ewr-17,joint,intact,0,0.088,0.056,1,17.423026381893667,0.000815417
ewr-17,joint,intact,0,0.12,0.088,1,32.55960370092013,0.000224416
ewr-17,joint,intact,0,0.084,0.052,1,25.68213254347187,0.000730666
ewr-17,joint,intact,0,0.1,0.068,1,39.93872204917577,0.000858625
ewr-17,joint,intact,0,0.096,0.064,1,19.912144421939633,0.000153666
ewr-17,joint,intact,0,0.116,0.084,1,29.335079917235344,0.000315292
ewr-17,joint,intact,0,0.084,0.052,1,25.682385421231412,0.000796333
ewr-17,joint,intact,0,0.096,0.064,1,26.579237617963294,0.00016275
ewr-17,joint,intact,0,0.116,0.084,1,26.1349252953769,0.000696958
ewr-17,joint,intact,0,0.108,0.076,1,26.541353362997395,0.000218083
ewr-17,joint,intact,0,0.088,0.056,1,27.65752714360101,0.000380458
ewr-17,joint,intact,1,0.088,0.056,1,17.423026381893667,0.000804583
ewr-17,joint,intact,1,0.12,0.088,1,32.55960370092013,0.000218417
ewr-17,joint,intact,1,0.088,0.056,1,27.657688170830674,0.000655625
ewr-17,joint,intact,1,0.096,0.064,1,26.579483354529167,0.000838416
ewr-17,joint,intact,1,0.096,0.064,1,19.912144421939633,0.000154459
ewr-17,joint,intact,1,0.116,0.084,1,29.335079917235344,0.000316708
ewr-17,joint,intact,1,0.08,0.048,1,23.70686935620036,0.000881458
ewr-17,joint,intact,1,0.104,0.072,1,42.28897100900579,0.000816042
ewr-17,joint,intact,1,0.116,0.084,1,26.1349252953769,0.000678709
ewr-17,joint,intact,1,0.108,0.076,1,26.541353362997395,0.000214083
ewr-17,joint,intact,1,0.088,0.056,1,27.65752714360101,0.0003725
ewr-17,joint,reset,0,0.116,0.084,1,26.1349252953769,0.000689834
ewr-17,joint,reset,0,0.108,0.076,1,26.541353362997395,0.000214
ewr-17,joint,reset,0,0.088,0.056,1,27.65752714360101,0.000380125
ewr-17,joint,reset,1,0.116,0.084,1,26.1349252953769,0.000687208
ewr-17,joint,reset,1,0.108,0.076,1,26.541353362997395,0.000215834
ewr-17,joint,reset,1,0.088,0.056,1,27.65752714360101,0.000372708
ewr-17,joint,removal,0,0.088,0.056,1,17.423026381893667,0.000804208
ewr-17,joint,removal,0,0.12,0.088,1,32.55960370092013,0.000216292
ewr-17,joint,removal,0,0.084,0.052,1,25.68213254347187,0.000415333
ewr-17,joint,removal,0,0.096,0.064,1,19.912144421939633,0.000154334
ewr-17,joint,removal,0,0.116,0.084,1,29.335079917235344,0.000306334
ewr-17,joint,removal,0,0.08,0.048,1,23.70686935620036,0.000544542
ewr-17,joint,removal,0,0.116,0.084,1,26.1349252953769,0.000684625
ewr-17,joint,removal,0,0.108,0.076,1,26.541353362997395,0.000220625
ewr-17,joint,removal,0,0.088,0.056,1,27.65752714360101,0.000374458
ewr-17,joint,removal,1,0.088,0.056,1,17.423026381893667,0.000811542
ewr-17,joint,removal,1,0.12,0.088,1,32.55960370092013,0.000220333
ewr-17,joint,removal,1,0.084,0.052,1,25.68213254347187,0.000424375
ewr-17,joint,removal,1,0.096,0.064,1,19.912144421939633,0.000155708
ewr-17,joint,removal,1,0.116,0.084,1,29.335079917235344,0.000312917
ewr-17,joint,removal,1,0.08,0.048,1,23.70686935620036,0.000557792
ewr-17,joint,removal,1,0.116,0.084,1,26.1349252953769,0.000691
ewr-17,joint,removal,1,0.108,0.076,1,26.541353362997395,0.000217417
ewr-17,joint,removal,1,0.088,0.056,1,27.65752714360101,0.000382
ewr-17,joint,swap,0,0.088,0.056,1,17.423026381893667,0.000806042
ewr-17,joint,swap,0,0.12,0.088,1,32.55960370092013,0.000217833
ewr-17,joint,swap,0,0.088,0.056,1,27.657688170830674,0.000652417
ewr-17,joint,swap,0,0.096,0.064,1,26.579483354529167,0.000839958
ewr-17,joint,swap,0,0.096,0.064,1,19.912144421939633,0.000160833
ewr-17,joint,swap,0,0.116,0.084,1,29.335079917235344,0.000312125
ewr-17,joint,swap,0,0.08,0.048,1,23.70686935620036,0.000868792
ewr-17,joint,swap,0,0.104,0.072,1,42.28897100900579,0.000851541
ewr-17,joint,swap,0,0.116,0.084,1,26.1349252953769,0.000684208
ewr-17,joint,swap,0,0.108,0.076,1,26.541353362997395,0.000214792
ewr-17,joint,swap,0,0.088,0.056,1,27.65752714360101,0.000380541
ewr-17,joint,swap,1,0.088,0.056,1,17.423026381893667,0.0007965
ewr-17,joint,swap,1,0.12,0.088,1,32.55960370092013,0.000216041
ewr-17,joint,swap,1,0.084,0.052,1,25.68213254347187,0.000719541
ewr-17,joint,swap,1,0.1,0.068,1,39.93872204917577,0.000851167
ewr-17,joint,swap,1,0.096,0.064,1,19.912144421939633,0.000153625
ewr-17,joint,swap,1,0.116,0.084,1,29.335079917235344,0.000310792
ewr-17,joint,swap,1,0.084,0.052,1,25.682385421231412,0.000775166
ewr-17,joint,swap,1,0.096,0.064,1,26.579237617963294,0.000162292
ewr-17,joint,swap,1,0.116,0.084,1,26.1349252953769,0.000682667
ewr-17,joint,swap,1,0.108,0.076,1,26.541353362997395,0.000218041
ewr-17,joint,swap,1,0.088,0.056,1,27.65752714360101,0.000380375
ewr-17,joint,shuffle,0,0.092,0.06,1,18.667505338734884,0.000758375
ewr-17,joint,shuffle,0,0.12,0.088,1,30.73220530824297,0.000173917
ewr-17,joint,shuffle,0,0.084,0.052,1,25.682070897939553,0.000658625
ewr-17,joint,shuffle,0,0.096,0.064,1,26.579483354529167,0.000835167
ewr-17,joint,shuffle,0,0.088,0.056,1,17.423151618165026,0.000241
ewr-17,joint,shuffle,0,0.12,0.088,1,32.55956667578835,0.000358458
ewr-17,joint,shuffle,0,0.084,0.052,1,25.68230121710048,0.00089375
ewr-17,joint,shuffle,0,0.104,0.072,1,42.28897100900579,0.000823541
ewr-17,joint,shuffle,0,0.116,0.084,1,26.1349252953769,0.000696792
ewr-17,joint,shuffle,0,0.108,0.076,1,26.541353362997395,0.000218
ewr-17,joint,shuffle,0,0.088,0.056,1,27.65752714360101,0.000389875
ewr-17,joint,shuffle,1,0.092,0.06,1,18.667505338734884,0.000764333
ewr-17,joint,shuffle,1,0.12,0.088,1,30.73220530824297,0.000170958
ewr-17,joint,shuffle,1,0.08,0.048,1,23.70651580289388,0.000735041
ewr-17,joint,shuffle,1,0.1,0.068,1,39.93872204917577,0.000855334
ewr-17,joint,shuffle,1,0.088,0.056,1,17.423151618165026,0.000257709
ewr-17,joint,shuffle,1,0.12,0.088,1,32.55956667578835,0.000359792
ewr-17,joint,shuffle,1,0.088,0.056,1,27.657817040627698,0.000793333
ewr-17,joint,shuffle,1,0.096,0.064,1,26.579237617963294,0.000162459
ewr-17,joint,shuffle,1,0.116,0.084,1,26.1349252953769,0.000702958
ewr-17,joint,shuffle,1,0.108,0.076,1,26.541353362997395,0.00021675
ewr-17,joint,shuffle,1,0.088,0.056,1,27.65752714360101,0.000385708
ewr-17,joint,ambiguous,0,0.092,0.06,1,18.667505338734884,0.000764333
ewr-17,joint,ambiguous,0,0.12,0.088,1,30.73220530824297,0.000169958
ewr-17,joint,ambiguous,0,0.08,0.048,1,23.70651580289388,0.000727167
ewr-17,joint,ambiguous,0,0.1,0.068,1,39.93872204917577,0.000851334
ewr-17,joint,ambiguous,0,0.096,0.064,1,19.912144421939633,0.000153917
ewr-17,joint,ambiguous,0,0.116,0.084,1,29.335079917235344,0.000311917
ewr-17,joint,ambiguous,0,0.084,0.052,1,25.682385421231412,0.000799166
ewr-17,joint,ambiguous,0,0.096,0.064,1,26.579237617963294,0.0001585
ewr-17,joint,ambiguous,0,0.116,0.084,1,26.1349252953769,0.000700041
ewr-17,joint,ambiguous,0,0.108,0.076,1,26.541353362997395,0.000216959
ewr-17,joint,ambiguous,0,0.088,0.056,1,27.65752714360101,0.000379292
ewr-17,joint,ambiguous,1,0.092,0.06,1,18.667505338734884,0.000752625
ewr-17,joint,ambiguous,1,0.12,0.088,1,30.73220530824297,0.000170459
ewr-17,joint,ambiguous,1,0.08,0.048,1,23.70651580289388,0.000717875
ewr-17,joint,ambiguous,1,0.1,0.068,1,39.93872204917577,0.00084375
ewr-17,joint,ambiguous,1,0.096,0.064,1,19.912144421939633,0.000157208
ewr-17,joint,ambiguous,1,0.116,0.084,1,29.335079917235344,0.0003125
ewr-17,joint,ambiguous,1,0.084,0.052,1,25.682385421231412,0.000777584
ewr-17,joint,ambiguous,1,0.096,0.064,1,26.579237617963294,0.000162458
ewr-17,joint,ambiguous,1,0.116,0.084,1,26.1349252953769,0.000684584
ewr-17,joint,ambiguous,1,0.108,0.076,1,26.541353362997395,0.000214334
ewr-17,joint,ambiguous,1,0.088,0.056,1,27.65752714360101,0.000378625
ewr-18,detached,intact,0,0.104,0.072,1,44.80036551189041,0.000769042
