kind,model,cell,condition,accuracy,accuracy_lower95,accuracy_upper95,paired_success,paired_success_lower95,paired_success_upper95,log_loss,log_loss_lower95,log_loss_upper95,brier,brier_lower95,brier_upper95
oracle,candidate,matched,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
oracle,candidate,timbre,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
oracle,present,duration,intact,0.125,0.0,0.3125,0.0,0.0,0.0,1.8268995643572148,1.7255466322290893,1.978928962549403,0.843734526875001,0.8125157768750009,0.8905626518750008
oracle,present,joint,ambiguous,0.125,0.0,0.3125,0.0,0.0,0.0,1.8268995643572148,1.7255466322290893,1.978928962549403,0.8437345268749996,0.8125157768749997,0.8905626518749996
oracle,present,joint,intact,0.125,0.0,0.3125,0.0,0.0,0.0,1.8268995643572148,1.7255466322290893,1.978928962549403,0.843734526875001,0.8125157768750009,0.8905626518750008
oracle,present,joint,removal,0.125,0.0,0.3125,0.0,0.0,0.0,1.8268995643572148,1.7255466322290893,1.978928962549403,0.843734526875001,0.8125157768750009,0.8905626518750008
oracle,present,joint,reset,0.125,0.0,0.3125,0.0,0.0,0.0,1.8268995643572148,1.7255466322290893,1.978928962549403,0.843734526875001,0.8125157768750009,0.8905626518750008
oracle,present,joint,shuffle,0.125,0.0,0.3125,0.0,0.0,0.0,1.8268995643572148,1.7255466322290893,1.978928962549403,0.843734526875001,0.8125157768750009,0.8905626518750008
oracle,present,joint,swap,0.125,0.0,0.3125,0.0,0.0,0.0,1.8268995643572148,1.7255466322290893,1.978928962549403,0.843734526875001,0.8125157768750009,0.8905626518750008
oracle,present,matched,intact,0.125,0.0,0.3125,0.0,0.0,0.0,1.8268995643572148,1.7255466322290893,1.978928962549403,0.843734526875001,0.8125157768750009,0.8905626518750008
oracle,present,timbre,intact,0.125,0.0,0.3125,0.0,0.0,0.0,1.8268995643572148,1.7255466322290893,1.978928962549403,0.843734526875001,0.8125157768750009,0.8905626518750008
oracle,recency,duration,intact,0.5,0.125,0.875,0.5,0.125,0.875,3.4789982477094417,0.9074304742549205,6.050566021163963,0.9524499999999992,0.23994999999999989,1.6649499999999986
oracle,recency,joint,ambiguous,0.5,0.5,0.5,0.0,0.0,0.0,3.4789982477094417,3.4789982477094417,3.4789982477094417,0.9524499999999994,0.9524499999999994,0.9524499999999994
oracle,recency,joint,intact,0.5,0.125,0.875,0.5,0.125,0.875,3.4789982477094417,0.9074304742549205,6.050566021163963,0.9524499999999992,0.23994999999999989,1.6649499999999986
oracle,recency,joint,removal,0.125,0.0,0.3125,0.0,0.0,0.0,1.8706755115302929,1.7700060990659652,2.0216796302267848,0.8433484375000004,0.8136609375000006,0.8878796875000005
oracle,recency,joint,reset,0.125,0.0,0.3125,0.0,0.0,0.0,1.8706755115302929,1.7700060990659652,2.0216796302267848,0.8433484375000004,0.8136609375000006,0.8878796875000005
oracle,recency,joint,shuffle,0.5,0.125,0.875,0.5,0.125,0.875,3.4789982477094417,0.9074304742549205,6.050566021163963,0.9524499999999991,0.23994999999999983,1.6649499999999984
oracle,recency,joint,swap,0.5,0.125,0.875,0.5,0.125,0.875,3.4789982477094417,0.9074304742549205,6.050566021163963,0.9524499999999992,0.23994999999999989,1.6649499999999986
oracle,recency,matched,intact,0.5,0.125,0.875,0.5,0.125,0.875,3.4789982477094417,0.9074304742549205,6.050566021163963,0.9524499999999992,0.23994999999999989,1.6649499999999986
oracle,recency,timbre,intact,0.5,0.125,0.875,0.5,0.125,0.875,3.4789982477094417,0.9074304742549205,6.050566021163963,0.9524499999999992,0.23994999999999989,1.6649499999999986
oracle,reference,duration,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
oracle,reference,joint,ambiguous,0.5,0.5,0.5,0.0,0.0,0.0,0.69410764165507,0.6941076416550699,0.69410764165507,0.50000048,0.50000048,0.50000048
oracle,reference,joint,intact,1.0,1.0,1.0,1.0,1.0,1.0,0.0009804805139615315,0.0009804805139615315,0.0009804805139615315,9.800000000392828e-07,9.800000000392828e-07,9.800000000392828e-07
